TABLE_NAME,COLUMN_NAME,IS_NULLABLE,DATA_TYPE,DESCRIPTION
cdm_source,SOURCE_DOCUMENTATION_REFERENCE,YES,CHARACTER VARYING,URL�or other external reference to location of source documentation
cdm_source,CDM_ETL_REFERENCE,YES,CHARACTER VARYING,URL�or other external reference to location of ETL specification documentation and ETL source code
cdm_source,SOURCE_RELEASE_DATE,YES,DATE,"The date for which the source data are most current, such as the last day of data capture"
cdm_source,CDM_RELEASE_DATE,YES,DATE,The date when the CDM was instantiated
cdm_source,CDM_VERSION,YES,CHARACTER VARYING,The version of CDM used
cdm_source,VOCABULARY_VERSION,YES,CHARACTER VARYING,The version of the vocabulary used
cohort,COHORT_DEFINITION_ID,NO,INTEGER,A foreign key to a record in the COHORT_DEFINITION table containing relevant Cohort Definition information.
cohort,SUBJECT_ID,NO,INTEGER,"A foreign key to the subject in the cohort. These could be referring to records in the PERSON, PROVIDER, VISIT_OCCURRENCE table."
cohort,COHORT_START_DATE,NO,DATE,"The date when the Cohort Definition criteria for the Person, Provider or Visit first match."
cohort,COHORT_END_DATE,NO,DATE,"The date when the Cohort Definition criteria for the Person, Provider or Visit no longer match or the Cohort membership was terminated."
cohort_definition,COHORT_DEFINITION_ID,NO,INTEGER,A unique identifier for each Cohort.
cohort_definition,COHORT_DEFINITION_NAME,NO,CHARACTER VARYING,A short description of the Cohort.
cohort_definition,COHORT_DEFINITION_DESCRIPTION,YES,TEXT,A complete description of the Cohort definition
cohort_definition,DEFINITION_TYPE_CONCEPT_ID,NO,INTEGER,Type defining what kind of Cohort Definition the record represents and how the syntax may be executed
cohort_definition,COHORT_DEFINITION_SYNTAX,YES,TEXT,Syntax or code to operationalize the Cohort definition
cohort_definition,SUBJECT_CONCEPT_ID,NO,INTEGER,"A foreign key to the Concept to which defines the domain of subjects that are members of the cohort (e.g., Person, Provider, Visit)."
cohort_definition,COHORT_INSTANTIATION_DATE,YES,DATE,A date to indicate when the Cohort was instantiated in the COHORT table
cohort_attribute,COHORT_DEFINITION_ID,NO,INTEGER,A foreign key to a record in the�COHORT_DEFINITION�table containing relevant Cohort Definition information.
cohort_attribute,COHORT_START_DATE,NO,DATE,"The date when the Cohort Definition criteria for the Person, Provider or Visit first match."
cohort_attribute,COHORT_END_DATE,NO,DATE,"The date when the Cohort Definition criteria for the Person, Provider or Visit no longer match or the Cohort membership was terminated."
cohort_attribute,SUBJECT_ID,NO,INTEGER,"A foreign key to the subject in the Cohort. These could be referring to records in the PERSON, PROVIDER, VISIT_OCCURRENCE table."
cohort_attribute,ATTRIBUTE_DEFINITION_ID,NO,INTEGER,A foreign key to a record in the�ATTRIBUTE_DEFINITIONtable containing relevant Attribute Definition information.
cohort_attribute,VALUE_AS_NUMBER,YES,NUMERIC,The attribute result stored as a number. This is applicable to attributes where the result is expressed as a numeric value.
cohort_attribute,VALUE_AS_CONCEPT_ID,YES,INTEGER,The attribute result stored as a Concept ID. This is applicable to attributes where the result is expressed as a categorical value.
attribute_definition,ATTRIBUTE_DEFINITION_ID,NO,INTEGER,A unique identifier for each Attribute.
attribute_definition,ATTRIBUTE_NAME,NO,CHARACTER VARYING,A short description of the Attribute.
attribute_definition,ATTRIBUTE_DESCRIPTION,YES,TEXT,A complete description of the Attribute definition
attribute_definition,ATTRIBUTE_TYPE_CONCEPT_ID,NO,INTEGER,Type defining what kind of Attribute Definition the record represents and how the syntax may be executed
attribute_definition,ATTRIBUTE_SYNTAX,YES,TEXT,Syntax or code to operationalize the Attribute definition
cost,COST_ID,NO,INTEGER,A unique identifier for each COST record.
cost,COST_EVENT_ID,NO,INTEGER,"A foreign key identifier to the event (e.g. Measurement, Procedure, Visit, Drug Exposure, etc) record for which cost data are recorded."
cost,COST_DOMAIN_ID,NO,CHARACTER VARYING,"The concept representing the domain of the cost event, from which the corresponding table can be inferred that contains the entity for which cost information is recorded."
cost,COST_TYPE_CONCEPT_ID,NO,INTEGER,"A foreign key identifier to a concept in the CONCEPT table for the provenance or the source of the COST data: Calculated from insurance claim information, provider revenue, calculated from cost-to-charge ratio, reported from accounting database, etc."
cost,CURRENCY_CONCEPT_ID,YES,INTEGER,"A foreign key identifier to the concept representing the 3-letter code used to delineate international currencies, such as USD for US Dollar."
cost,TOTAL_CHARGE,YES,NUMERIC,"The total amount charged by some provider of goods or services (e.g. hospital, physician pharmacy, dme provider) to payers (insurance companies, the patient)."
cost,TOTAL_COST,YES,NUMERIC,The cost incurred by the provider of goods or services.
cost,TOTAL_PAID,YES,NUMERIC,The total amount actually paid from all payers for goods or services of the provider.
cost,PAID_BY_PAYER,YES,NUMERIC,The amount paid by the Payer for the goods or services.
cost,PAID_BY_PATIENT,YES,NUMERIC,The total amount paid by the Person as a share of the expenses.
cost,PAID_PATIENT_COPAY,YES,NUMERIC,The amount paid by the Person as a fixed contribution to the expenses.
cost,PAID_PATIENT_COINSURANCE,YES,NUMERIC,"The amount paid by the Person as a joint assumption of risk. Typically, this is a percentage of the expenses defined by the Payer Plan after the Person's deductible is exceeded."
cost,PAID_PATIENT_DEDUCTIBLE,YES,NUMERIC,The amount paid by the Person that is counted toward the deductible defined by the Payer Plan. paid_patient_deductible does contribute to the paid_by_patient variable.
cost,PAID_BY_PRIMARY,YES,NUMERIC,The amount paid by a primary Payer through the coordination of benefits.
cost,PAID_INGREDIENT_COST,YES,NUMERIC,"The amount paid by the Payer to a pharmacy for the drug, excluding the amount paid for dispensing the drug. paid_ingredient_cost contributes to the paid_by_payer field if this field is populated with a nonzero value."
cost,PAID_DISPENSING_FEE,YES,NUMERIC,"The amount paid by the Payer to a pharmacy for dispensing a drug, excluding the amount paid for the drug ingredient. paid_dispensing_fee contributes to the paid_by_payer field if this field is populated with a nonzero value."
cost,PAYER_PLAN_PERIOD_ID,YES,INTEGER,"A foreign key to the PAYER_PLAN_PERIOD table, where the details of the Payer, Plan and Family are stored. Record the payer_plan_id that relates to the payer who contributed to the paid_by_payer field."
cost,AMOUNT_ALLOWED,YES,NUMERIC,The contracted amount agreed between the payer and provider.
cost,REVENUE_CODE_CONCEPT_ID,YES,INTEGER,A foreign key referring to a Standard Concept ID in the Standardized Vocabularies for Revenue codes.
cost,REVENUE_CODE_SOURCE_VALUE,YES,CHARACTER VARYING,"The source code for the Revenue code as it appears in the source data, stored here for reference."
